-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2021 through 12/31/2021 
Location: Latitude  53.885   Longitude 1.791 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 0.0 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,WS50M,WD50M
2021,4,6,13,15.42,327.69
2021,4,6,14,15.51,330.62
2021,4,6,15,15.4,333.58
2021,4,6,16,15.33,334.26
2021,4,6,17,15.25,332.02
2021,4,6,18,15.1,327.87
2021,4,6,19,15.28,323.38
2021,4,6,20,15.87,318.59
2021,4,6,21,16.9,314.46
2021,4,6,22,18.14,312.57
2021,4,6,23,19.08,314.2
2021,4,7,0,19.41,317.28
2021,4,7,1,19.02,321.66
2021,4,7,2,18.18,325.75
2021,4,7,3,17.01,327.53
2021,4,7,4,16.02,326.9
2021,4,7,5,15.36,325.32
2021,4,7,6,14.55,323.84
2021,4,7,7,13.65,322.19
2021,4,7,8,13.11,320.03
2021,4,7,9,12.73,318.03
2021,4,7,10,12.56,316.64
2021,4,7,11,12.74,316.04
2021,4,7,12,12.89,316.4
2021,4,7,13,12.74,316.94
2021,4,7,14,12.27,317.06
2021,4,7,15,11.67,317.44
2021,4,7,16,11.01,317.82
2021,4,7,17,10.34,317.63
2021,4,7,18,9.58,316.98
2021,4,7,19,8.74,315.14
2021,4,7,20,7.81,311.07
2021,4,7,21,6.85,303.98
2021,4,7,22,6.21,293.11
2021,4,7,23,6.05,280.05
2021,4,8,0,6.26,267.57
2021,4,8,1,6.87,260.38
2021,4,8,2,7.6,258.55
2021,4,8,3,8.31,257.52
2021,4,8,4,8.98,255.03
2021,4,8,5,9.51,248.85
2021,4,8,6,10.0,237.92
2021,4,8,7,10.79,226.41
2021,4,8,8,11.7,220.88
2021,4,8,9,12.25,221.07
2021,4,8,10,12.45,223.04
2021,4,8,11,12.26,224.87
2021,4,8,12,11.84,222.62
2021,4,8,13,12.12,223.85
2021,4,8,14,12.37,227.1
2021,4,8,15,13.04,231.4
2021,4,8,16,12.86,232.43
2021,4,8,17,12.58,233.74
2021,4,8,18,12.43,234.59
2021,4,8,19,12.51,233.84
2021,4,8,20,13.61,235.24
2021,4,8,21,14.62,237.08
2021,4,8,22,15.25,237.98
2021,4,8,23,15.54,239.59
2021,4,9,0,15.39,243.27
2021,4,9,1,15.45,249.52
2021,4,9,2,13.97,255.79
2021,4,9,3,12.65,265.18
2021,4,9,4,11.72,275.55
2021,4,9,5,10.96,282.72
2021,4,9,6,10.19,285.84
2021,4,9,7,9.32,289.03
2021,4,9,8,8.15,293.37
2021,4,9,9,7.0,298.48
2021,4,9,10,6.02,304.0
2021,4,9,11,5.3,310.45
2021,4,9,12,4.87,317.66
2021,4,9,13,4.61,326.34
2021,4,9,14,4.46,336.26
2021,4,9,15,4.38,345.02
2021,4,9,16,4.2,352.41
2021,4,9,17,3.91,359.31
2021,4,9,18,3.57,6.92
2021,4,9,19,3.25,15.77
2021,4,9,20,2.9,22.83
2021,4,9,21,2.68,26.27
2021,4,9,22,2.51,26.09
2021,4,9,23,2.34,24.08
2021,4,10,0,2.24,19.32
2021,4,10,1,2.28,12.85
2021,4,10,2,2.37,8.9
2021,4,10,3,2.34,7.67
2021,4,10,4,2.18,10.75
2021,4,10,5,1.99,18.58
2021,4,10,6,1.8,29.68
2021,4,10,7,1.69,43.31
2021,4,10,8,1.66,58.11
2021,4,10,9,1.77,70.36
2021,4,10,10,1.96,77.57
2021,4,10,11,2.2,79.57
2021,4,10,12,2.52,77.64
2021,4,10,13,2.92,73.07
2021,4,10,14,3.37,66.77
2021,4,10,15,3.82,59.5
2021,4,10,16,4.18,54.05
2021,4,10,17,4.53,50.88
2021,4,10,18,4.92,48.74
2021,4,10,19,5.25,46.87
2021,4,10,20,5.41,44.3
2021,4,10,21,5.5,40.91
2021,4,10,22,5.58,35.36
2021,4,10,23,5.59,28.03
2021,4,11,0,5.61,19.27
2021,4,11,1,5.82,10.92
2021,4,11,2,6.19,2.89
2021,4,11,3,6.5,357.66
2021,4,11,4,6.67,354.82
2021,4,11,5,6.74,352.55
2021,4,11,6,6.62,350.83
2021,4,11,7,6.21,348.69
2021,4,11,8,5.6,344.45
2021,4,11,9,5.12,338.72
2021,4,11,10,5.06,333.51
2021,4,11,11,5.45,330.64
2021,4,11,12,6.09,329.88
2021,4,11,13,6.74,330.35
2021,4,11,14,7.37,331.37
2021,4,11,15,7.91,332.02
2021,4,11,16,8.17,331.67
2021,4,11,17,8.2,330.23
2021,4,11,18,8.11,327.87
2021,4,11,19,7.77,324.25
2021,4,11,20,7.45,318.27
2021,4,11,21,7.52,311.46
2021,4,11,22,7.83,305.66
2021,4,11,23,8.18,301.1
2021,4,12,0,8.51,298.14
2021,4,12,1,8.66,296.82
2021,4,12,2,8.57,296.94
2021,4,12,3,8.39,298.47
2021,4,12,4,8.32,300.71
2021,4,12,5,8.3,303.79
2021,4,12,6,8.11,305.91
2021,4,12,7,7.93,306.15
2021,4,12,8,7.89,304.96
2021,4,12,9,7.98,303.74
2021,4,12,10,8.1,303.4
2021,4,12,11,8.31,304.03
2021,4,12,12,8.56,306.01
2021,4,12,13,8.78,308.46
2021,4,12,14,8.88,310.5
2021,4,12,15,8.83,312.45
2021,4,12,16,8.72,314.71
2021,4,12,17,8.54,317.26
2021,4,12,18,8.21,319.52
2021,4,12,19,7.72,320.34
2021,4,12,20,7.27,319.18
2021,4,12,21,6.85,316.06
2021,4,12,22,6.38,311.58
2021,4,12,23,5.94,305.57
2021,4,13,0,5.66,297.03
2021,4,13,1,5.62,287.05
2021,4,13,2,5.85,277.75
2021,4,13,3,6.25,272.22
2021,4,13,4,6.44,270.63
2021,4,13,5,6.22,271.37
2021,4,13,6,5.68,272.92
2021,4,13,7,5.0,274.39
2021,4,13,8,4.38,274.6
2021,4,13,9,3.97,273.61
2021,4,13,10,3.79,272.72
2021,4,13,11,3.73,274.68
2021,4,13,12,3.61,280.46
2021,4,13,13,3.39,289.94
2021,4,13,14,3.12,303.37
2021,4,13,15,2.99,319.56
2021,4,13,16,3.04,336.07
2021,4,13,17,3.2,351.43
2021,4,13,18,3.38,3.98
2021,4,13,19,3.37,13.42
2021,4,13,20,3.08,17.88
2021,4,13,21,2.73,17.34
2021,4,13,22,2.46,10.81
2021,4,13,23,2.48,0.18
2021,4,14,0,2.81,350.22
2021,4,14,1,3.36,343.67
2021,4,14,2,3.95,341.89
2021,4,14,3,4.42,342.72
2021,4,14,4,4.87,345.87
2021,4,14,5,5.25,350.83
2021,4,14,6,5.43,356.13
2021,4,14,7,5.43,1.15
2021,4,14,8,5.31,4.47
2021,4,14,9,5.24,5.99
2021,4,14,10,5.25,6.67
2021,4,14,11,5.33,6.65
2021,4,14,12,5.48,6.63
2021,4,14,13,5.68,7.03
2021,4,14,14,5.88,7.86
2021,4,14,15,6.0,10.2
2021,4,14,16,6.03,13.41
2021,4,14,17,6.0,16.73
2021,4,14,18,5.99,19.97
2021,4,14,19,5.98,22.82
2021,4,14,20,5.95,24.34
2021,4,14,21,5.98,23.55
2021,4,14,22,6.06,21.64
2021,4,14,23,6.19,19.37
2021,4,15,0,6.4,16.73
2021,4,15,1,6.7,14.59
2021,4,15,2,7.01,13.87
2021,4,15,3,7.24,14.17
2021,4,15,4,7.43,14.99
2021,4,15,5,7.59,16.33
2021,4,15,6,7.63,17.88
2021,4,15,7,7.59,19.42
2021,4,15,8,7.38,21.41
2021,4,15,9,7.09,23.51
2021,4,15,10,6.67,25.97
2021,4,15,11,6.23,28.72
2021,4,15,12,5.7,32.3
2021,4,15,13,5.06,35.9
2021,4,15,14,4.48,39.55
2021,4,15,15,4.04,41.79
2021,4,15,16,3.82,43.51
2021,4,15,17,3.7,46.46
2021,4,15,18,3.69,50.51
2021,4,15,19,3.71,55.81
2021,4,15,20,3.59,60.36
2021,4,15,21,3.49,64.53
2021,4,15,22,3.37,68.49
2021,4,15,23,3.24,71.57
2021,4,16,0,3.14,74.09
2021,4,16,1,2.99,75.17
2021,4,16,2,2.79,74.41
2021,4,16,3,2.56,72.95
2021,4,16,4,2.35,69.15
2021,4,16,5,2.31,64.39
2021,4,16,6,2.43,61.21
2021,4,16,7,2.57,60.47
2021,4,16,8,2.62,59.68
2021,4,16,9,2.55,57.53
2021,4,16,10,2.5,54.03
2021,4,16,11,2.53,51.89
2021,4,16,12,2.66,52.63
2021,4,16,13,2.78,54.97
2021,4,16,14,2.83,56.13
2021,4,16,15,2.88,56.18
2021,4,16,16,2.96,56.39
2021,4,16,17,3.05,57.12
2021,4,16,18,3.19,57.01
2021,4,16,19,3.4,57.19
2021,4,16,20,3.6,57.76
2021,4,16,21,3.63,57.47
2021,4,16,22,3.51,56.91
2021,4,16,23,3.31,55.3
2021,4,17,0,3.06,49.97
2021,4,17,1,2.92,39.79
2021,4,17,2,3.05,27.29
2021,4,17,3,3.43,20.01
2021,4,17,4,3.77,20.76
2021,4,17,5,4.01,26.22
2021,4,17,6,4.25,32.99
2021,4,17,7,4.41,38.09
2021,4,17,8,4.45,40.23
2021,4,17,9,4.37,39.04
2021,4,17,10,4.22,34.22
2021,4,17,11,4.2,26.99
2021,4,17,12,4.41,19.78
2021,4,17,13,4.78,14.76
2021,4,17,14,5.24,11.7
2021,4,17,15,5.61,11.48
2021,4,17,16,5.87,13.17
2021,4,17,17,5.92,14.51
2021,4,17,18,5.86,13.5
2021,4,17,19,5.74,8.92
2021,4,17,20,5.81,4.39
2021,4,17,21,5.96,3.38
2021,4,17,22,5.99,5.54
2021,4,17,23,5.81,9.6
2021,4,18,0,5.49,14.85
2021,4,18,1,5.1,19.41
2021,4,18,2,4.72,22.15
2021,4,18,3,4.3,22.52
2021,4,18,4,4.07,18.57
2021,4,18,5,4.17,14.32
2021,4,18,6,4.37,14.09
2021,4,18,7,4.49,16.7
2021,4,18,8,4.48,20.93
2021,4,18,9,4.37,25.05
2021,4,18,10,4.2,27.57
2021,4,18,11,4.04,27.66
2021,4,18,12,3.97,26.31
2021,4,18,13,3.97,24.19
2021,4,18,14,4.0,22.15
2021,4,18,15,4.2,21.7
2021,4,18,16,4.42,24.53
2021,4,18,17,4.49,28.84
2021,4,18,18,4.53,33.83
2021,4,18,19,4.54,39.55
2021,4,18,20,4.4,44.42
2021,4,18,21,4.16,45.68
2021,4,18,22,3.99,44.52
2021,4,18,23,3.91,44.03
2021,4,19,0,3.78,43.07
2021,4,19,1,3.6,39.01
2021,4,19,2,3.52,31.92
2021,4,19,3,3.49,26.34
2021,4,19,4,3.48,24.15
2021,4,19,5,3.53,24.58
2021,4,19,6,3.59,26.51
2021,4,19,7,3.6,29.41
2021,4,19,8,3.53,33.8
2021,4,19,9,3.39,37.5
2021,4,19,10,3.23,39.7
2021,4,19,11,3.2,41.04
2021,4,19,12,3.36,44.53
2021,4,19,13,3.59,48.61
2021,4,19,14,3.75,53.03
2021,4,19,15,3.92,59.35
2021,4,19,16,4.05,69.68
2021,4,19,17,4.17,83.43
2021,4,19,18,4.39,98.49
2021,4,19,19,4.68,111.94
2021,4,19,20,4.83,121.97
2021,4,19,21,4.93,127.85
2021,4,19,22,5.03,129.33
2021,4,19,23,5.09,128.7
2021,4,20,0,5.03,127.17
2021,4,20,1,4.88,125.29
2021,4,20,2,4.7,122.66
2021,4,20,3,4.4,120.84
2021,4,20,4,4.04,119.84
2021,4,20,5,3.75,118.65
2021,4,20,6,3.5,117.19
2021,4,20,7,3.24,116.81
2021,4,20,8,2.87,118.1
2021,4,20,9,2.54,119.24
2021,4,20,10,2.32,120.96
2021,4,20,11,2.11,123.81
2021,4,20,12,1.86,125.43
2021,4,20,13,1.59,126.03
2021,4,20,14,1.28,122.82
2021,4,20,15,0.94,112.07
2021,4,20,16,0.67,85.29
2021,4,20,17,0.76,47.92
2021,4,20,18,1.08,33.46
2021,4,20,19,1.47,29.97
2021,4,20,20,1.9,24.99
2021,4,20,21,2.68,16.59
2021,4,20,22,3.83,11.4
2021,4,20,23,5.18,9.82
2021,4,21,0,6.51,11.0
2021,4,21,1,7.66,12.97
2021,4,21,2,8.69,16.35
2021,4,21,3,9.31,17.74
2021,4,21,4,9.61,17.45
2021,4,21,5,9.83,16.01
2021,4,21,6,9.85,13.77
2021,4,21,7,9.88,11.96
2021,4,21,8,9.68,11.5
2021,4,21,9,9.22,13.22
2021,4,21,10,8.71,15.18
2021,4,21,11,8.26,16.09
2021,4,21,12,7.81,16.8
2021,4,21,13,7.44,16.28
2021,4,21,14,7.33,14.7
2021,4,21,15,7.31,14.1
2021,4,21,16,7.23,14.71
2021,4,21,17,6.81,14.9
2021,4,21,18,6.51,13.67
2021,4,21,19,6.52,13.8
2021,4,21,20,6.39,14.16
2021,4,21,21,6.18,12.79
2021,4,21,22,5.86,10.05
2021,4,21,23,5.52,6.42
2021,4,22,0,5.15,1.83
2021,4,22,1,4.77,356.34
2021,4,22,2,4.55,350.12
2021,4,22,3,4.38,344.48
2021,4,22,4,4.32,339.37
2021,4,22,5,4.2,335.58
2021,4,22,6,4.25,335.36
2021,4,22,7,4.28,336.76
2021,4,22,8,4.11,336.02
2021,4,22,9,3.92,332.62
2021,4,22,10,3.73,329.67
2021,4,22,11,3.49,326.42
2021,4,22,12,3.25,322.72
2021,4,22,13,2.96,318.53
2021,4,22,14,2.64,312.0
2021,4,22,15,2.3,305.31
2021,4,22,16,1.85,297.97
2021,4,22,17,1.36,282.28
2021,4,22,18,1.2,251.8
2021,4,22,19,1.46,229.57
2021,4,22,20,1.88,222.98
2021,4,22,21,2.24,227.4
2021,4,22,22,2.54,236.02
2021,4,22,23,2.85,244.35
2021,4,23,0,3.18,251.65
2021,4,23,1,3.44,258.33
2021,4,23,2,3.67,265.97
2021,4,23,3,3.66,275.14
2021,4,23,4,3.39,286.18
2021,4,23,5,2.89,298.36
2021,4,23,6,2.15,309.7
2021,4,23,7,1.29,319.44
2021,4,23,8,0.4,328.47
2021,4,23,9,0.4,164.05
2021,4,23,10,1.05,170.54
2021,4,23,11,1.54,173.02
2021,4,23,12,1.87,173.53
2021,4,23,13,2.04,175.16
2021,4,23,14,2.03,178.02
2021,4,23,15,1.99,178.88
2021,4,23,16,2.06,173.25
2021,4,23,17,2.27,163.62
2021,4,23,18,2.59,153.43
2021,4,23,19,2.99,143.28
2021,4,23,20,3.34,134.91
2021,4,23,21,3.55,129.11
2021,4,23,22,3.74,125.48
2021,4,23,23,3.8,123.43
2021,4,24,0,3.71,123.05
2021,4,24,1,3.49,123.58
2021,4,24,2,3.24,121.7
2021,4,24,3,3.21,114.32
2021,4,24,4,3.53,103.57
2021,4,24,5,4.05,94.31
2021,4,24,6,4.53,88.32
2021,4,24,7,4.8,84.77
2021,4,24,8,4.86,83.45
2021,4,24,9,4.82,82.64
2021,4,24,10,4.81,82.07
2021,4,24,11,4.79,81.84
2021,4,24,12,4.76,81.03
2021,4,24,13,4.76,79.22
2021,4,24,14,4.77,77.24
2021,4,24,15,4.86,74.42
2021,4,24,16,4.97,70.14
2021,4,24,17,5.1,63.75
2021,4,24,18,5.3,57.08
2021,4,24,19,5.57,51.67
2021,4,24,20,5.82,46.3
2021,4,24,21,5.98,42.14
2021,4,24,22,6.0,38.23
2021,4,24,23,5.95,33.92
2021,4,25,0,5.97,29.59
2021,4,25,1,6.11,25.61
2021,4,25,2,6.41,23.94
2021,4,25,3,6.88,22.99
2021,4,25,4,7.17,24.61
2021,4,25,5,7.36,27.76
2021,4,25,6,7.46,30.51
2021,4,25,7,7.53,32.64
2021,4,25,8,7.52,35.01
2021,4,25,9,7.29,36.98
2021,4,25,10,6.8,35.97
2021,4,25,11,6.2,34.53
2021,4,25,12,5.85,31.23
2021,4,25,13,5.65,27.49
2021,4,25,14,5.61,23.28
2021,4,25,15,5.8,21.59
2021,4,25,16,6.2,22.2
2021,4,25,17,6.71,24.63
2021,4,25,18,7.12,27.75
2021,4,25,19,7.26,31.37
2021,4,25,20,7.15,34.8
2021,4,25,21,6.78,38.73
2021,4,25,22,6.35,43.75
2021,4,25,23,5.99,48.01
2021,4,26,0,5.64,49.83
2021,4,26,1,5.33,49.82
2021,4,26,2,5.05,48.51
2021,4,26,3,4.73,47.54
2021,4,26,4,4.44,46.0
2021,4,26,5,4.21,45.9
2021,4,26,6,3.94,46.77
2021,4,26,7,3.59,47.91
2021,4,26,8,3.16,51.94
2021,4,26,9,2.75,60.6
2021,4,26,10,2.47,74.03
2021,4,26,11,2.32,89.61
2021,4,26,12,2.15,102.82
2021,4,26,13,1.96,113.29
2021,4,26,14,1.86,120.76
2021,4,26,15,1.93,125.94
2021,4,26,16,2.14,126.83
2021,4,26,17,2.58,126.14
2021,4,26,18,3.26,126.62
2021,4,26,19,4.09,127.31
2021,4,26,20,4.73,129.77
2021,4,26,21,5.15,134.26
2021,4,26,22,5.54,140.32
2021,4,26,23,5.9,146.39
2021,4,27,0,6.31,151.06
2021,4,27,1,6.6,154.86
2021,4,27,2,6.73,157.19
2021,4,27,3,6.68,156.7
2021,4,27,4,6.54,153.01
2021,4,27,5,6.5,147.72
2021,4,27,6,6.51,142.02
2021,4,27,7,6.57,136.64
2021,4,27,8,6.63,131.13
2021,4,27,9,6.73,125.98
2021,4,27,10,6.79,121.59
2021,4,27,11,6.75,116.48
2021,4,27,12,6.69,110.36
2021,4,27,13,6.7,103.34
2021,4,27,14,6.79,96.27
2021,4,27,15,6.81,89.28
2021,4,27,16,6.74,81.94
2021,4,27,17,6.72,74.7
2021,4,27,18,7.01,69.87
2021,4,27,19,7.53,68.97
2021,4,27,20,8.12,71.72
2021,4,27,21,8.61,75.61
2021,4,27,22,9.05,79.41
2021,4,27,23,9.31,79.51
2021,4,28,0,9.38,75.58
2021,4,28,1,9.59,71.12
2021,4,28,2,9.49,65.29
2021,4,28,3,9.39,60.11
2021,4,28,4,9.4,56.46
2021,4,28,5,9.53,53.5
2021,4,28,6,9.75,51.05
2021,4,28,7,9.94,49.24
2021,4,28,8,10.15,48.96
2021,4,28,9,10.1,48.58
2021,4,28,10,9.91,48.07
2021,4,28,11,9.6,46.81
2021,4,28,12,9.35,44.76
2021,4,28,13,9.21,42.32
2021,4,28,14,9.2,39.49
2021,4,28,15,9.27,37.12
2021,4,28,16,9.41,35.43
2021,4,28,17,9.52,34.03
2021,4,28,18,9.65,32.57
2021,4,28,19,9.84,31.88
2021,4,28,20,9.91,30.99
2021,4,28,21,9.8,29.53
2021,4,28,22,9.6,27.42
2021,4,28,23,9.53,24.82
2021,4,29,0,9.5,22.58
2021,4,29,1,9.32,20.52
2021,4,29,2,9.07,17.34
2021,4,29,3,9.12,13.01
2021,4,29,4,9.41,9.36
2021,4,29,5,9.62,7.66
2021,4,29,6,9.44,8.57
2021,4,29,7,9.16,9.08
2021,4,29,8,8.96,7.97
2021,4,29,9,8.88,4.9
2021,4,29,10,8.95,1.0
2021,4,29,11,9.11,357.64
2021,4,29,12,9.09,355.86
2021,4,29,13,8.79,354.75
2021,4,29,14,8.38,353.63
2021,4,29,15,8.16,354.07
2021,4,29,16,7.97,356.18
2021,4,29,17,7.72,357.91
2021,4,29,18,7.33,359.69
2021,4,29,19,6.85,1.31
2021,4,29,20,6.33,2.33
2021,4,29,21,5.9,2.66
2021,4,29,22,5.61,2.39
2021,4,29,23,5.47,2.13
2021,4,30,0,5.39,2.16
2021,4,30,1,5.29,2.54
2021,4,30,2,5.2,3.18
2021,4,30,3,5.12,4.02
2021,4,30,4,5.07,5.13
2021,4,30,5,5.2,6.04
2021,4,30,6,5.4,8.07
2021,4,30,7,5.48,10.09
2021,4,30,8,5.58,13.2
2021,4,30,9,5.53,14.15
2021,4,30,10,5.49,17.82
2021,4,30,11,5.4,23.0
2021,4,30,12,5.29,27.13
2021,4,30,13,5.29,29.63
2021,4,30,14,5.38,33.51
2021,4,30,15,5.48,37.64
2021,4,30,16,5.44,39.82
2021,4,30,17,5.34,41.15
2021,4,30,18,5.2,42.56
2021,4,30,19,4.94,42.44
2021,4,30,20,4.62,40.13
2021,4,30,21,4.34,34.29
2021,4,30,22,4.3,24.7
2021,4,30,23,4.64,15.93
2021,5,1,0,5.25,10.89
2021,5,1,1,5.85,9.46
2021,5,1,2,6.23,9.96
2021,5,1,3,6.38,12.59
2021,5,1,4,6.47,16.64
2021,5,1,5,6.34,19.6
2021,5,1,6,5.98,20.66
2021,5,1,7,5.54,19.61
2021,5,1,8,5.14,16.87
2021,5,1,9,5.01,13.17
2021,5,1,10,5.1,9.62
2021,5,1,11,5.31,6.51
2021,5,1,12,5.6,4.56
2021,5,1,13,5.88,3.73
2021,5,1,14,6.13,2.77
2021,5,1,15,6.25,2.01
2021,5,1,16,6.16,1.53
2021,5,1,17,5.9,0.76
2021,5,1,18,5.64,358.73
2021,5,1,19,5.5,355.84
2021,5,1,20,5.54,352.78
2021,5,1,21,5.64,349.22
2021,5,1,22,5.8,345.33
2021,5,1,23,5.92,342.74
2021,5,2,0,6.03,340.46
2021,5,2,1,6.12,338.12
2021,5,2,2,6.15,335.88
2021,5,2,3,6.14,333.73
2021,5,2,4,6.0,332.07
2021,5,2,5,5.72,329.93
2021,5,2,6,5.43,327.04
2021,5,2,7,5.02,323.17
2021,5,2,8,4.59,317.21
2021,5,2,9,4.24,309.24
2021,5,2,10,4.0,300.02
2021,5,2,11,3.81,291.3
2021,5,2,12,3.54,282.62
2021,5,2,13,3.23,273.46
2021,5,2,14,2.84,262.09
2021,5,2,15,2.56,244.69
2021,5,2,16,2.67,224.64
2021,5,2,17,3.2,210.82
2021,5,2,18,3.92,204.78
2021,5,2,19,4.59,203.34
2021,5,2,20,5.2,207.87
2021,5,2,21,5.4,213.07
2021,5,2,22,5.13,219.56
2021,5,2,23,4.87,229.56
2021,5,3,0,4.98,240.05
2021,5,3,1,5.26,247.74
2021,5,3,2,5.32,251.78
2021,5,3,3,5.13,250.99
2021,5,3,4,5.01,245.51
2021,5,3,5,5.12,237.96
2021,5,3,6,5.4,231.46
2021,5,3,7,5.8,225.76
2021,5,3,8,6.31,219.62
2021,5,3,9,6.86,213.44
2021,5,3,10,7.53,209.2
2021,5,3,11,8.18,206.79
2021,5,3,12,8.94,203.97
2021,5,3,13,9.85,198.49
2021,5,3,14,11.32,190.33
2021,5,3,15,13.18,181.63
2021,5,3,16,15.43,177.04
2021,5,3,17,17.5,176.16
2021,5,3,18,18.76,176.66
2021,5,3,19,19.76,181.18
2021,5,3,20,19.77,189.32
2021,5,3,21,18.45,198.21
2021,5,3,22,16.75,202.43
2021,5,3,23,15.37,207.58
2021,5,4,0,14.72,215.39
2021,5,4,1,14.3,220.21
2021,5,4,2,13.88,220.43
2021,5,4,3,13.64,225.86
2021,5,4,4,13.4,240.3
2021,5,4,5,13.35,258.49
2021,5,4,6,13.32,271.51
2021,5,4,7,13.06,277.46
2021,5,4,8,13.18,277.77
2021,5,4,9,13.63,278.0
2021,5,4,10,13.84,277.53
2021,5,4,11,13.72,279.97
2021,5,4,12,14.44,289.46
2021,5,4,13,16.08,296.64
2021,5,4,14,17.52,299.08
2021,5,4,15,17.9,303.01
2021,5,4,16,17.76,308.25
2021,5,4,17,17.54,310.97
2021,5,4,18,17.36,312.88
2021,5,4,19,17.13,314.8
2021,5,4,20,16.76,314.58
2021,5,4,21,16.29,312.38
2021,5,4,22,15.95,310.51
2021,5,4,23,15.73,308.95
2021,5,5,0,15.63,307.83
2021,5,5,1,15.6,307.49
2021,5,5,2,15.61,308.4
2021,5,5,3,15.46,310.27
2021,5,5,4,15.45,311.68
2021,5,5,5,15.64,312.91
2021,5,5,6,15.8,313.6
2021,5,5,7,15.81,313.42
2021,5,5,8,15.62,311.92
2021,5,5,9,15.38,309.41
2021,5,5,10,14.82,306.88
2021,5,5,11,14.0,304.47
2021,5,5,12,13.27,301.99
2021,5,5,13,12.6,299.46
2021,5,5,14,11.95,297.74
2021,5,5,15,11.13,298.2
2021,5,5,16,10.19,299.69
2021,5,5,17,9.24,299.97
2021,5,5,18,8.27,300.22
2021,5,5,19,7.38,299.99
2021,5,5,20,6.53,298.22
2021,5,5,21,5.88,295.1
2021,5,5,22,5.37,290.78
2021,5,5,23,4.97,284.93
2021,5,6,0,4.71,278.1
2021,5,6,1,4.55,272.95
2021,5,6,2,4.49,269.0
2021,5,6,3,4.54,264.56
2021,5,6,4,4.61,260.44
2021,5,6,5,4.61,258.27
2021,5,6,6,4.42,259.09
2021,5,6,7,4.05,260.68
2021,5,6,8,3.65,260.52
2021,5,6,9,3.35,258.69
2021,5,6,10,3.41,255.96
2021,5,6,11,3.47,253.65
2021,5,6,12,3.25,254.83
2021,5,6,13,2.88,260.79
2021,5,6,14,2.83,270.0
2021,5,6,15,2.94,276.1
2021,5,6,16,2.84,278.38
2021,5,6,17,2.59,279.38
2021,5,6,18,2.41,281.38
2021,5,6,19,2.35,287.77
2021,5,6,20,2.38,298.0
2021,5,6,21,2.71,309.38
2021,5,6,22,3.19,321.36
2021,5,6,23,3.76,328.75
2021,5,7,0,4.38,330.14
2021,5,7,1,4.86,326.28
2021,5,7,2,5.25,320.13
2021,5,7,3,5.74,313.95
2021,5,7,4,6.29,309.0
2021,5,7,5,6.79,305.87
2021,5,7,6,7.04,304.33
2021,5,7,7,7.05,304.17
2021,5,7,8,6.83,305.27
2021,5,7,9,6.36,306.86
2021,5,7,10,5.75,306.54
2021,5,7,11,5.19,302.78
2021,5,7,12,4.74,296.31
2021,5,7,13,4.5,288.21
2021,5,7,14,4.4,281.15
2021,5,7,15,3.88,275.08
2021,5,7,16,2.93,266.33
2021,5,7,17,2.01,242.14
2021,5,7,18,2.11,198.97
2021,5,7,19,3.24,171.4
2021,5,7,20,4.42,162.11
2021,5,7,21,5.38,157.8
2021,5,7,22,5.99,156.31
2021,5,7,23,6.52,157.06
2021,5,8,0,6.77,156.39
2021,5,8,1,6.87,154.69
2021,5,8,2,7.14,151.36
2021,5,8,3,7.39,149.94
2021,5,8,4,7.7,148.57
2021,5,8,5,8.2,148.45
2021,5,8,6,8.84,149.11
2021,5,8,7,9.8,149.49
2021,5,8,8,11.56,149.73
2021,5,8,9,13.15,144.65
2021,5,8,10,14.84,136.19
2021,5,8,11,16.22,134.04
2021,5,8,12,16.0,139.36
2021,5,8,13,14.16,152.08
2021,5,8,14,12.33,176.11
2021,5,8,15,12.71,202.29
2021,5,8,16,14.63,213.92
2021,5,8,17,15.2,214.7
2021,5,8,18,14.64,211.34
2021,5,8,19,14.49,206.45
2021,5,8,20,15.02,205.22
2021,5,8,21,15.47,206.77
2021,5,8,22,15.22,202.99
2021,5,8,23,15.38,201.68
2021,5,9,0,14.75,195.92
2021,5,9,1,14.49,193.38
2021,5,9,2,14.38,191.54
2021,5,9,3,14.3,190.89
2021,5,9,4,14.13,191.12
2021,5,9,5,13.74,192.31
2021,5,9,6,12.92,192.93
2021,5,9,7,11.69,196.27
2021,5,9,8,12.21,191.81
2021,5,9,9,13.07,180.72
2021,5,9,10,12.56,177.97
2021,5,9,11,12.14,177.27
2021,5,9,12,11.95,175.46
2021,5,9,13,12.19,173.41
2021,5,9,14,12.36,171.35
2021,5,9,15,12.32,171.51
2021,5,9,16,12.02,174.52
2021,5,9,17,11.65,180.65
2021,5,9,18,11.08,186.15
2021,5,9,19,10.46,183.6
2021,5,9,20,10.85,177.81
2021,5,9,21,11.15,175.9
2021,5,9,22,11.01,172.91
2021,5,9,23,10.32,170.98
2021,5,10,0,9.82,168.9
2021,5,10,1,10.02,169.13
2021,5,10,2,10.15,173.1
2021,5,10,3,9.13,180.25
